pid,title,catalog_course_id,description,academic_level,credits,date_start,online_offering,campus_offering,subject_code
V1MyY-LKg,Business Sustainability,MGT320,"As a fundamental principle of smart management, business sustainability will be examined as an organizational imperative. This course will examine how to shape, implement, and manage a sustainability strategy in consideration of business practices, stakeholder engagement, culture, and accountability.",Undergraduate,3,2014-07-01,1,0,MGT
Ek-kFbLtx,Cultivating Organizational Culture,MGT510,"Business leaders are responsible for cultivating, maintaining, and fostering an organizational culture that accurately represents the organization internally and externally, encourages and supports people, and holds organizational members accountable to the vision, mission, and goals of a business. This course provides students with the skills, theories, and practices necessary to identify a strong culture that permeates the ethics, decision-making, and behaviors of the organization. Students will work through advanced cases and apply these experiences to their own learning and organizations.",Graduate,3,2022-07-01,1,0,MGT
VyG6SqZQZ,Managing Through Communication,MGT550,"Learn how to manage people and organizations effectively using communication as a tool. Enhance  skills and techniques in motivating, leading change, developing relationships and team building through effective communication of core visions, active listening and providing feedback. Develop strategic management and communication skills that positively affect stakeholder behavior. Gain comprehensive, hands-on-experience in constructing documents and presentations that inform, persuade and influence the intended audience to achieve strategic goals.",Graduate,3,2022-01-03,1,0,MGT
4Jlkt-8tg,Resource Planning and Decision Making,MGT600,"This course serves as an advanced exploration into ill-structured situations requiring strategic plans and effective resource management. Students are asked to develop strategies around personnel management, budget allocation, performance metrics, and goal setting. This course prepares students for the advanced concentration courses in their area and serves as a precursor to the integrated capstone experience.",Graduate,3,2022-07-01,1,0,MGT
Nk7XKWLYx,"Construction Budgeting, Estimating & Bidding",MGT605,"This course examines budgeting, estimating, and bidding strategies for various types and sizes of construction projects. Using a project-based approached, students are exposed to project budgetary considerations; conceptual, rough order magnitude, and definitive estimating; pricing for equipment, labor, and materials; bid preparation and strategies; and conducting a competitive analysis. Students completing this course are prepared to create budgets, estimates, and bid proposals for any type of construction project.",Graduate,3,2019-09-30,1,0,MGT
VkQXtbLtg,Construction Materials & Methods,MGT610,"This course explores the different facets of construction materials and methods. Using a case study approach, students analyze the construction process, including work methods, techniques, and strategies; methods of equipment selection; reading and interpreting plans and specifications; and material specifications. Additional topics include the procurement of materials, codes, and regulations. Students completing this course obtain the skillsets applicable to real‐world construction projects.",Graduate,3,2016-08-09,1,0,MGT
4JNXtWIKg,Construction Law and Contracts,MGT615,"This course examines legal aspects of the construction industry, including interpretation of the law, contract administration, and risk management. Using a case study approach, students analyze cases to apply legal concepts and principles, interpret the law, and determine the performance and flexibility of contracts. Additional topics include ethics, dispute resolution, liability, labor laws, insurance, and bonds.  Students completing this course are exposed to pertinent laws and contractual requirements and limitations associated with construction management.",Graduate,3,2016-05-30,1,0,MGT
Vy-QFbIKl,Principles of Emergency Management,MGT620,"This course examines the nation's emergency management system at all levels of government. Using exemplars and anti-exemplars, students will study how the system works to prevent disasters that are preventable, and how it works to mitigate the consequences of those disasters that are not. The National Incident Management System and the National Preparedness System will be studied and emphasized. Topics will include: communications, leadership, disaster management methods and program building models, the all-hazards concept and analysis, community resiliency, the whole-community concept, and the five national frameworks (Prevention, Protection, Mitigation, Response and Recovery) under the National Preparedness System. Students who complete this course will have a comprehensive understanding of the nation's emergency management system, and of how communities mitigate against, respond to, and recover from all disaster events.",Graduate,3,2015-04-09,1,0,MGT
Vkb7KZLYe,Emergency Planning and Preparedness,MGT622,"This course uses real-world disaster planning strategies and structures to prepare students for roles encompassing the construction of community or organizational disaster-preparedness programs. Various types of threats and hazards to communities and organizations will be studied. Using a scenario-based approach, students will examine existing real-world planning strategies intended to prevent or mitigate the consequences of a disaster event on communities. Students will use the latest guidelines and strategies from the Department of Homeland Security (DHS) and the Federal Emergency Management Agency (FEMA). Emphasis is on assessing risk, threats, and vulnerabilities to safeguard against disaster incidents. Emphasis will be on using FEMA systems and tools to assess and construct community disaster preparedness plans. Topics include: all aspects of the all hazards analysis, proper emergency management program building, including the use of community working groups, The National Preparedness System, the National Incident Management System, resilience planning, the whole community concept, the construction of community emergency management plans with FEMA standards, and roles and responsibilities of local, state, and federal government. Students who have completed this course will be well-prepared to plan and prepare for different types of emergencies, using the same FEMA guidelines and tools for disaster planning and program building currently in use by emergency managers throughout the county.",Graduate,3,2015-04-09,1,0,MGT
Eyf7tZUKe,Disaster Response and Recovery,MGT625,"The course explores issues and challenges in disaster response and recovery, including evacuation or relocation in the aftermath of a crisis. Using a case-study approach, students analyze real-world critical incidents requiring fast response measures and recovery support and determine the degree of success, in part, on the coordination and cooperation of various departments and agencies. Topics include National Response Framework (NRF), National Disaster Recovery Framework (NDRF), resource management, stakeholders, infrastructure, leadership, communication, and mitigation activities. Students completing the course have a broad view of a response and recovery mission from beginning to end.",Graduate,3,2015-04-09,1,0,MGT
EyzXF-UFe,Applied Emergency Management,MGT628,"The course dissects various types of crises within communities, organizations, and governmental agencies. Using a scenario-based approach, students differentiate between the types of crises and develop a systematic response to a critical incident using emergency management planning and preparedness strategies as well as analyzing the crisis in relation to FEMA and NIMS guidelines. Topics include FEMA's Continuity of Operations. Students completing the course have a thorough understanding of the level of preparation in developing an emergency management plan from the planning stages into the final phase of recovery.",Graduate,3,2015-04-09,1,0,MGT
4J4mY-IKl,Construction Quality Management and Productivity,MGT630,"This course focuses on quality management and productivity levels of construction projects. Students analyze real-world cases to evaluate techniques, tools, and practices in implementing and monitoring quality control processes as well as equipment management to include managing and quantifying labor and equipment productivity. Additional topics include scheduling, cost and cost control measures, safety, risk management, and quality measurements. Students completing this course recognize the relationship between quality and productivity.",Graduate,3,2016-05-30,1,0,MGT
V1xkKZ8Fx,Critical Issues in Management Capstone,MGT701,"This capstone course is the culminating experience for the M.S. in Management program. The aim of the capstone is to assess students’ ability to synthesize and integrate the knowledge and skills they have developed throughout their coursework, rather than introducing new concepts. This course is structured to support student success in fulfilling program requirements.",Graduate,3,2022-01-03,1,0,MGT
BJElPDJWe,"Professional Issues, Ethics, and Laws in Clinical Mental Health Counseling",MHC500,"Focus on the role of the counseling profession in the variety of mental health systems, including community, state, and federal agencies, hospitals, and private-practice. Explore HIPAA and related laws, informed consent policies, internal procedures, populations served, relevant laws and state statutes, funding, and ethical considerations counselors’ role in the legal system, consultation, operationalizing of a practice, grants and program evaluations. Consider questions such as, ‘where do I fit in the profession?’ and ‘how does the counseling profession impose structure on the mental health system?’.",Graduate,3,2018-02-19,1,0,MHC
rJgavw1be,Treatment Planning in Clinical Mental Health Counseling,MHC610,"Integrate the content learned throughout the program regarding evaluation, assessment, and diagnosis so that it may be utilized in practicum. Develop treatment plans that include risk assessment, goal setting, and treatment intervention strategies. Communicate treatment plans to clients.",Graduate,3,2020-07-15,1,0,MHC
ry_Ndv1bl,Clinical Mental Health Counseling Practicum,MHC670,Integrate skills and knowledge by working with actual clients under the supervision of a licensed clinician. Meet weekly in a required synchronous small group session in a seminar-style course led by a faculty supervisor. A minimum of 100 hours at an approved counseling site is required.  Demonstrate success in field experience through a satisfactory/unsatisfactory grade evaluation.,Graduate,3,2018-10-08,1,0,MHC
r1xiwd1-e,Clinical Mental Health Counseling Internship,MHC680,Integrate skills and knowledge by working with actual clients under the supervision of a licensed clinician. Meet weekly in a required synchronous group session in a seminar-style course led by a faculty supervisor. A minimum of 600 hours of total internship time split between Internship and Advanced Internship at an approved counseling site is required. Demonstrate success in field experience through a satisfactory/unsatisfactory grade evaluation.,Graduate,3,2018-10-10,1,0,MHC
BkKM_uy-g,Advanced Internship in Clinical Mental Health Counseling,MHC690,Integrate skills and knowledge by working with actual clients under the supervision of a licensed clinician. Meet weekly in a required synchronous group session in a seminar-style course led by a faculty supervisor. A minimum of 600 hours of total internship time split between Internship and Advanced Internship at an approved counseling site is required. Demonstrate mastery of program outcomes and success in field experience through a satisfactory/unsatisfactory grade evaluation. ,Graduate,3,2018-10-08,1,0,MHC
rJ5j8PVQe,Advanced Internship in Clinical Mental Health Counseling II,MHC695,Integrate skills and knowledge by working with actual clients under the supervision of a licensed clinician. Meet weekly in a required synchronous group session in a seminar-style course led by a faculty supervisor.  A minimum variable number of hours based on state and program requirements at an approved counseling site is required. Demonstrate success in field experience through a satisfactory/unsatisfactory grade evaluation.,Graduate,3,2018-10-08,1,0,MHC
S1TUJJwix,Leadership Laboratory I,MILT101,"Open only to students taking another Military Science class, with different roles offered for students at different levels of the program. Involves leadership responsibilities for the planning, coordination, execution, and evaluation of various training programs. Students develop, practice and refine leadership skills by serving and being evaluated in a variety of supervisory positions. Specific events include a team-building leader reaction course, orientation to military weapons, basic tactical movement, and land navigation. Cr/F.

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,0,2017-06-06,0,1,MILT
B1IzC1wig,Leadership Laboratory II,MILT102,"Open only to students taking another Military Science class, with different roles offered for students at different levels of the program. Involves leadership responsibilities for the planning, coordination, execution, and evaluation of various training programs. Students develop, practice and refine leadership skills by serving and being evaluated in a variety of supervisory positions. Specific events include basic marksmanship, advanced tactical movement, orienteering and land navigation. Cr/F.

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,0,2017-06-06,0,1,MILT
rJZw-Y4QL,United States Army History,MILT103,"Develops an understanding of the effects the US military and society have on each other through the establishment and background of the United States Army. Presented in the context of broader US Military history and military strategy and global involvement. Through readings, oral and written presentations, and exams, students describe the role of the US Army, its evolution and its impact on society and technology; and critically analyze an armed conflict using the principles of war. This is a pre-commissioning requirement for professional military education (PME) required by the United States Army Cadet Command. It is open to non-ROTC students.",Undergraduate,2,2020-02-17,0,1,MILT
Syq1xlDsx,Introduction to ROTC,MILT113,"Make your first new peer group at college one committed to performing well and enjoying the experience. Increase self-confidence through team study and activities in physical fitness, rappelling, first aid, basic marksmanship, and basic drill. Learn fundamental concepts of leadership in both classroom and outdoor laboratory environments. One hour and a required leadership lab (MILT 101) plus optional (mandatory for scholarship cadets) participation in three one-hour sessions of physical fitness per week. Participation in one weekend exercise is also required for all cadets. Open to all college students, no military commitment required.

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,2,2017-06-06,0,1,MILT
H1wvglPox,Introduction to ROTC II,MILT114,"Learn and apply principles of effective leadership. Reinforce self-confidence through participation in physically and mentally challenging exercises with other ROTC cadets. Continued activities in basic drill, physical fitness, rappelling, first aid, and basic marksmanship. Develop communication skills to improve individual performance and group interaction. One hour and a required leadership lab (MILT 102) plus optional (mandatory for scholarship cadets) participation in three one-hour sessions for physical fitness per week. Participation in one weekend exercise is also required for all cadets. Open to all college students; no military commitment required.

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,2,2017-06-06,0,1,MILT
rkimfxDjl,Self/Team Development I,MILT201,"Learn and apply ethics-based leadership skills that develop individual abilities and contribute to the building of effective teams of people. Develop skills in oral presentations, planning of events, advanced first aid, physical fitness, and land navigation. Learn techniques for training others as an aspect of continued leadership development. Two hours and a required leadership lab (MILT 101), plus optional participation (mandatory for scholarship cadets) in three one-hour sessions of physical fitness per week. Participation in one weekend exercise is required. Additional weekend exercises may be offered for optional participation. Open to all college students, no military commitment required. 

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,2,2017-06-06,0,1,MILT
HkEszewol,Individual/Team Military Tactics,MILT202,"Introduces individual and team aspects of military tactics in small unit operations. Includes use of radio communications, making safety assessments, movement techniques, planning for team safety/security, and methods of pre-execution checks. Practical exercises with other ROTC students. Learn techniques for training others as an aspect of continued leadership development. Two hours and a required leadership lab (MILT 102), plus optional participation (mandatory for scholarship cadets) in three one-hour sessions of physical fitness per week. Participation in one weekend exercise is required. Additional weekend exercises may be offered for optional participation. Open to all college students, no military commitment required.

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,2,2017-06-06,0,1,MILT
H11vNgwoe,Camp Challenge,MILT250,"Five-week leadership training course at Fort Knox, Kentucky during the summer that exposes students to intensive leadership evaluation and development. Students learn fundamental military skills such as land navigation using a map and compass, principles of leadership, first aid, drill and ceremony, team building exercises, etc. in preparation for future training as ROTC cadets. Students gain professional knowledge in management and organization and experience group interaction and interpersonal communications through total immersion in a military type environment. Open only to students who have not completed all of the following: MILT 101, 102, 201, and 202. Airfare, lodging, and expenses are paid by the Army. Student incurs no military obligation; program offers opportunities to earn a two-year scholarship and qualifies students to take MILT 301.

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,4,2017-06-06,0,1,MILT
H13nNgPil,Leading Small Organizations I,MILT301,"Series of practical opportunities to lead small groups, receive personal assessments and encouragement, and lead again in situations of increasing complexity. Plan and conduct training for other ROTC students in small unit offensive and defensive operations. Three hours and required leadership lab (MILT 101) plus required participation in three one-hour sessions of physical fitness per week. Participation in one weekend exercise is also required. Other weekend exercises are offered for optional participation. 

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,4,2017-06-06,0,1,MILT
rJeXHxDil,Leading Small Organizations II,MILT302,"Continues the methodology from MILT 301. Analyze tasks; prepare written and oral guidance for team members to accomplish tasks. Delegate tasks and supervise. Plan for and adapt to the unexpected in organizations under stress. Examine and apply lessons from leadership studies. Examine importance of ethical decision making in setting a positive climate that enhances team performance. Three hours and a required leadership lab (MILT 402L) plus required participation in three one-hour sessions for physical fitness per week. Participation in one weekend exercise is also required, and one or two more weekend exercises may be offered for optional participation.

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,4,2017-09-07,0,1,MILT
H1l_BgDox,Seminar on Leadership and Management I,MILT311,"Plan, conduct and evaluate activities of the ROTC cadet organization. Articulate goals and put plans into action to attain them. Assess organizational cohesion and develop strategies to improve it. Develop confidence in skills to lead people and manage resources. Learn/apply various Army policies and programs in this effort. Three hours and a required leadership lab (MILT 101) plus required participation in three one-hour sessions for physical fitness per week. Participation in one weekend exercise is also required, and one or two more weekend exercises may be offered for optional participation. 

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,4,2017-06-06,0,1,MILT
SyeRBewig,Transition to Lieutenant,MILT312,"Continues the methodology from MILT 311. Identify and resolve ethical dilemmas. Refine counseling and motivating techniques. Examine aspects of tradition and law as related to leading as an officer in the Army. Prepare for a future as a successful Army lieutenant. Three hours and a required leadership lab (MILT 102) plus required participation in three one-hour sessions for physical fitness per week. Participation in one weekend exercise is also required, and one or two more weekend exercises may be offered for optional participation. 

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,4,2017-06-06,0,1,MILT
B1LEUgPsg,Officer Internship,MILT395,"Experiential learning through fieldwork in a military-type unit. Written analysis required. 

This course is offered in conjunction with UNH Durham through our New Hampshire College and University Council Consortium Agreement.",Undergraduate,0,2017-06-06,0,1,MILT
VJCldvqXb,Client Systems and Support,MIS215,"Learn the basics of systems analysis of client systems through the lens of a business analyst. Explore common client systems within an organization, the basic architecture of the overall system, the flow of information within the system, and informed decision making as well as the importance of eCommerce for a client system.",Undergraduate,3,2022-01-03,1,0,MIS
4kaH_D9XW,Enterprise Information Systems/Database,MIS300,"Investigate the flow and structure of data within an enterprise computer based environment. Learn to mine, compile and analyze data from client systems using appropriate tools and techniques in response to senior management inquiries. ",Undergraduate,3,2022-01-03,1,0,MIS
4JgU_v57b,Electronic Business,MIS320,"Explore aspects of an organization's electronic interactions with its stakeholders. Key topics in this course include: e-business strategy, business models, cyber services, e-business relationships, and e-marketing and e-payment.",Undergraduate,3,2022-01-03,1,0,MIS
EyBLdv5X-,Business Intelligence and Reporting,MIS350,"Learn about business intelligence tools and techniques for creating reports, and apply these techniques in making data centered decisions. Recommend solutions to business problems that address business needs and requirements through utilizing data visualization tools.",Undergraduate,3,2022-01-03,1,0,MIS
EJjLuP9mW,Management Information Systems Capstone,MIS490,"This capstone course is the culminating experience for the Management Information Systems and Computer Information Systems programs. The aim of the capstone is to assess students' ability to synthesize and integrate the knowledge and skills they have developed throughout their coursework, rather than introducing new concepts. This course is structured to support student success in fulfilling program requirements.",Undergraduate,3,2022-01-03,1,0,MIS
41E-jZ8Fe,Introduction to Marketing,MKT113,"This course examines the organization's functions for creating, communicating, and delivering value to customers. These functions, designed to meet customers' needs and organizational goals, include marketing research, environmental monitoring, target market selection, product selection, promotion, distribution and pricing.",Undergraduate,3,2020-07-31,1,1,MKT
H1ulu3c-X,Applied Marketing Strategies,MKT205,"Students will learn how the marketing mix is used to position a product or service for a specific target market by analyzing pricing, distribution, product development, and promotional strategies. By applying marketing and consumer research, students will generate informed recommendations. Students will also examine the impact of communications and distribution channels on marketing efforts. ",Undergraduate,3,2021-07-30,1,1,MKT
4kGXs-UYl,Principles of Retailing,MKT222,"This course studies the basics of retailing and emphasizes the development of retail institutions, store layout and design, merchandising, pricing and problems  retailers experience in today's business environment.  ",Undergraduate,3,2022-07-01,1,1,MKT
rkCnQeG8z,Digital Marketing,MKT225,"In this course students will be introduced to the different types of digital marketing channels and business functions using digital marketing technology and tools. Topics will focus on earned, paid, and owned media and the intersection of the three. The course will also emphasize development of a digital marketing strategy and its impact on the business.",Undergraduate,3,2022-10-27,1,1,MKT
4ybkp-IFl,Technology in Fashion and Retailing,MKT228,"This course addresses web-based fashion and retailing business issues. On the one hand it explores the influence of technology on fashion products development. On the other hand it explores the role that technology plays at various levels of the retail business including supply chain development, retail channel management and consumer shopping experience.",Undergraduate,3,2021-07-01,1,0,MKT
41H7obUtg,Principles of Integrated Marketing Communications,MKT229,"This course is designed to give students an understanding of advertising, public relations, corporate communications and sales promotions and the role that the media plays in integrated marketing communications strategies. This course focuses on the planning, research and creative skills needed to reach IMC objectives. Writing intensive course.",Undergraduate,3,2021-07-30,1,0,MKT
EkGWobUtx,Retail Sales Promotion,MKT230,"This course focuses on sales promotion in the retail sector. The specific needs of retailers in the areas of advertising, visual merchandising, personal selling, and special events planning are among the topics addressed. The culminating project will be a sales promotion plan that will include a major special event. This project is designed to be flexible to support the range of retailing interests represented in the class.",Undergraduate,3,2021-07-01,1,0,MKT
EJWJaZIFe,Visual Merchandising,MKT231,"Retail marketing is a highly charged, highly competitive component of the marketing discipline. Consumers everywhere and of every age and economic category, are well informed by internet sources. Driven by access and awareness, they are looking to be courted and enticed to buy one merchant's goods over another. Visual merchandising is the art and business of creating such attraction, using merchandise that is color coordinated, accessorized, sparkling, exciting, and causing shoppers to stop, take a closer look, and buy. Visual merchandising is retail theater at its best, complete with costumes, props, and sets. Like all marketing, however, visual merchandising has a clear purpose - sales- and therefore is strategic in nature, a component of a larger marketing picture. This course addresses the creative and strategic nature of visual merchandising, connecting students with both the flair and fancy of visual merchandising and the nitty-gritty of strategic planning, and clarifying the connection between them.",Undergraduate,3,2018-04-18,1,1,MKT
H1X2LzmPz,Essentials of Retail Management,MKT239,"Retail business involves making strategic decisions in order to generate profit and remain competitive. Consumer involvement in retailing entails making prudent buying decisions in order to maximize value. This course examines retail business concepts such as Store operations, human relations, information technology, shopping center management, merchandising policies and industry trend analysis as well as factors influencing consumer buying decisions such as social, environmental and multi channels .",Undergraduate,3,2018-04-13,0,1,MKT
NJW-abUFe,Social Media & Marketing Communications,MKT265,"This course is designed to give students an understanding of the concepts involved in integrated marketing communication (IMC) which includes a focus on social media and the role they play in advertising, public relations, branding, and corporate communication strategies. This course focuses on the planning, research and creative skills needed to reach promotional objectives.",Undergraduate,3,2021-07-30,1,1,MKT
VyLQ2-8Fe,Services Marketing,MKT266,"Given the substantial shift in emphasis from a base in manufactured goods to a domestic economy based in services, as well as the interconnectedness of the global economy, comprehension of the service aspect of business is a necessity for every marketer, in every company, in every industry.  Therefore, an understanding of the unique requirements of marketing services or service components has become a basic marketing skill.  This course presents key concepts in the marketing of services through readings in current business publications and experiential opportunities.  It addresses the global perspective of services, and both B2B and consumer service dimensions.",Undergraduate,3,2022-07-01,1,1,MKT
N14Sob8Kl,Professional Selling,MKT270,"Selling is a real life skill that everyone uses every day no matter what the profession.  We sell our personal brand to employers; our ideas to family members, friends and co-workers; and as sales professionals, we sell products and services to consumers and business customers. In this course, students will gain foundational knowledge of the sales process, its relationship to marketing, and develop skills necessary to succeed in professional selling. Students will explore inside and outside sales in varying organizational environments. Through authentic scenarios, students will analyze customer needs to develop value-added relationships and generate revenue for an organization.


",Undergraduate,3,2021-07-30,1,1,MKT
EJPUwOqFx,Advanced Professional Selling,MKT300,"The success of professional salespeople is dependent upon their ability to successfully convert prospects into customers by implementing effective sales techniques and the sales process at a deeper level. The course builds upon coursework completed in the Professional Selling course and explores various sales methodologies based on the complexity of the sale and the buyer’s deciding journey. In this course, students develop their prospecting and sales skills by obtaining certifications in sales and sales software. They further refine their inter-personal communication and selling skills through live and simulated role-plays. The skills demonstrated in these role plays are assessed through the use of video feedback skill-development software.  Students are also coached by upper-level sales students to prepare them for a local sales competition.



",Undergraduate,3,2020-07-01,0,1,MKT
Sy7i_CZFl,Sales Negotiation,MKT310,"We negotiate every day with parents, landlords, employers, potential customers, service providers, and others. On a professional level, we negotiate to determine the price of products and services, salary and compensation, and much more. In this course, students have the opportunity to develop negotiation skills using a series of simulations and debriefings as well as video feedback skill-development software. Students engage in a variety of bargaining and negotiation processes which may be demonstrated in the form of Consumer-to-Consumer (C2C), Business-to-Consumer (B2C) or Business-to-Business (B2B) exercises. Students learn the principles, strategies, and tactics of effective negotiation all while developing and enhancing their individual and team negotiation skills. 


",Undergraduate,3,2020-07-01,0,1,MKT
HJckl-PGW,Mobile Marketing,MKT311,Explore mobile marketing channels and gain exposure to the different mobile strategies companies are using. Analyze the different mobile channels available to companies and how companies are using mobile strategies as part of their marketing strategies.,Undergraduate,3,2021-07-30,1,0,MKT
ByNbfbvfb,SEO vs. SEM,MKT315,Explore Search Engine Optimization (SEO) and Search Engine Marketing (SEM) strategies with a specific focus on understanding the difference between organic and paid leads and traffic. Gain familiarity with web analytics services such as Google Analytics.,Undergraduate,3,2022-07-01,1,1,MKT
EJEXi-LYx,Sales Team Leadership,MKT320,"Effective management of the sales function and the leadership of salespeople directly impacts the success of executing a go-to-market strategy and the company in general. Consequently, sales leaders must develop the basic competencies to effectively manage and lead a sales team to meet the overall goals of the organization. In this course, students have the opportunity to develop these valuable competencies using sales management simulations to make educated and sound business-related decisions regarding their sales team program. Students also complete a behavioral assessment as well as obtain certifications relevant to sales team leadership. Lastly, students create and execute a sales and talent strategy that supports both the company’s marketing and business strategies. ",Undergraduate,3,2020-07-01,0,1,MKT
NyVQjbIYx,International Retailing,MKT322,"This course compares and contrasts retail institutions in selected countries. Students examine the social, economic and political influences on the development of global retailers and consider how retailing trends spread from culture to culture. Students also examine the similarities and differences in merchandising, sales promotion, pricing, personal selling and electronic retailing policies of retailers around the globe. ",Undergraduate,3,2022-07-01,1,1,MKT
4kz1TbLYl,Global Consumer Culture,MKT326,"Every day, everywhere in the world, people make decisions about what to wear and how to wear it. Daily dressing is about much more than clothing. It includes making choices of clothing, accessories and grooming. Its relationship to human nature is at once biological, social and aesthetic. As cultures and geography changes around the world, so too do the representations of that relationship become more diverse. Dressing thus represents a broad swath of widely differing actions and decisions. This course studies the way consumers worldwide choose their dress forms to represent who and what they are, and how they wish to express themselves those around them. It considers both commonalities and differences in global consumer cultures of dress.",Undergraduate,3,2022-07-01,1,1,MKT
4kOKaZIFl,Sales Competition Team,MKT328,"Students invited into this course are those who have demonstrated an ability and a strong desire to pursue the sales role of a hunter after graduation. Consequently, this course serves to sharpen the sales skills they have acquired in other sales courses by combining both classroom knowledge and practical, competitive sales experience. In this course, students continue to further hone their inter-personal communication and selling skills through live and simulated digital and face-to-face role-plays to prepare for the sales competitions. The skills demonstrated in these role plays are assessed through the use of video feedback skill-development software. Sales professionals provide one-on-one coaching to prepare students for national or international sales competitions. Students in the course also serve as coaches for lower-level sales students. 

",Undergraduate,3,2021-07-01,0,1,MKT
HJbSAJfg-,Digital Advertising,MKT335,"Examine the digital advertising landscape with a focus on the different types of digital and online advertising, including search-advertising strategies, social media marketing, and inbound marketing.",Undergraduate,3,2021-07-30,1,0,MKT
41mPo-LKl,Marketing Research,MKT337,This course compares and contrasts secondary and primary research with emphasis on the latter. Students explore different types of primary research as well as the basic research methods. It focuses primarily on the survey.,Undergraduate,3,2021-07-30,1,1,MKT
EJWKsWUKg,Consumer Behavior,MKT345,"This course explores the behavior that consumers display in searching, purchasing, using, evaluating and disposing of products.",Undergraduate,3,2021-07-30,1,1,MKT
4kSBh-Ltg,Social Media Marketing Strategy,MKT355,"This course will develop the students' ability to effectively and successfully create, and implement a social media marketing campaign and evaluate as well as measure its success. Intensive skill building will be placed on creating, applying and integrating the appropriate social media tool that will enable marketers to build high-value relationships with their constituencies. The course will focus on key elements such as determining and matching social media tactics with the appropriate target market and developing strategies to engage those markets using relevant social media channels.",Undergraduate,3,2022-07-01,1,1,MKT
V1GFjZLYl,Direct Marketing,MKT360,"This course explores the directing of goods and services through the consumer or business-to-business marketing channels where the desired consumer resources may be direct orders, lead generation and/or traffic generation.  This course focuses on such topics as mailing list development, relationship marketing, database management, the development of an effective sales message and selection of media. The use of catalogs, direct mail letters and brochures, telemarketing and electronic marketing as ways to reach the consumer will be explored.                  ",Undergraduate,3,2022-07-01,1,1,MKT
HJGPU-tde,Social Media Marketing Analytics,MKT365,"This course will develop the students' ability to analyze social media data to evaluate a company’s efforts and provide informed decisions to the company. Intensive skill building will be placed on defining social media metrics, capturing social media data, and analyze social media data to provide informed decisions. Students will examine privacy concerns and ethical implications for capturing users’ data. Students will have hands on experience with social media analytical tools and become certified in one of the tools. ",Undergraduate,3,2017-02-08,0,1,MKT
4k873ZUKx,Brand Communications,MKT378,"A strong brand brings a competitive advantage to a company, and building and maintaining a brand is a critical task for marketers. Identifying potential brand salience, performance and image creation and brand resonance when creating a brand, and as branding activities change over the life of a brand in response to changes in the expectations of consumers, and to the competitive conditions in the marketplace, is at the core of this course. It exposes students to the process of designing a brand, targeting a brand, and delivering a brand message through a range of media and marketing communication programs throughout the life of the brand.",Undergraduate,3,2021-07-01,0,1,MKT
BJIG3kfe-,Strategic Brand Management,MKT400,"Examine the importance of a company’s brand with a focus on the approaches to building, maintaining, growing, and salvaging a brand.",Undergraduate,3,2022-07-01,1,1,MKT
BkT0GbPfW,Digital Analytics,MKT410,"Gain an overview of the different digital analytic tools being used by marketers to evaluate and measure their digital strategies. Focus on exploring online advertising metrics, social media analytics and other approaches to digital marketing measurement.  ",Undergraduate,3,2022-07-01,1,1,MKT
N17io-Lte,Strategic Marketing Planning (Capstone),MKT432,"This is the capstone course of the undergraduate marketing curriculum.  It focuses primarily on the decisions required of marketing executives as they seek to develop, implement and control integrated marketing programs.  Students will be asked to apply their understanding of marketing principles covered in other marketing courses to solve specific company problems.  Topics include a diversity of product, market and industry environments.  Writing Intensive Course.",Undergraduate,3,2022-07-01,1,1,MKT
4J7oi-8tg,Multinational Marketing,MKT433,"This course explores the development of international marketing programs from the determination of objectives and methods of organization through the execution of research, advertising, distribution and production activities.  Students examine the international similarities and differences in marketing functions as related to the cultural, economic, political, social and physical dimensions of the environment. Students also consider the changes in marketing systems and the adoption of marketing philosophies and practices to fill conditions in different countries.",Undergraduate,3,2022-01-03,1,1,MKT
V1EssZ8Yl,Retail Management,MKT442,"An advanced course that moves beyond the scope of MKT 222, this course is geared to the retailing major. Store operations, human relations, information technologies, shopping center management, merchandising policies and industry trend analysis are covered. Guest speakers and study tours to retail companies are included. Writing intensive course.",Undergraduate,3,2018-04-25,1,0,MKT
